Series,Category_Key,Best_Model,CV_RMSE,CV_MAPE,Date,Forecast
B_B_P,B_B_P,Drift_25pct,1841.79,4.88,2016-11,28095.0
B_B_P,B_B_P,Drift_25pct,1841.79,4.88,2016-12,40405.0
B_B_P,B_B_P,Drift_25pct,1841.79,4.88,2017-01,28188.0
B_B_P,B_B_P,Drift_25pct,1841.79,4.88,2017-02,28917.0
B_B_P,B_B_P,Drift_25pct,1841.79,4.88,2017-03,40176.0
B_B_P,B_B_P,Drift_25pct,1841.79,4.88,2017-04,28985.0
B_B_P,B_B_P,Drift_25pct,1841.79,4.88,2017-05,24275.0
B_B_P,B_B_P,Drift_25pct,1841.79,4.88,2017-06,32625.0
B_B_P,B_B_P,Drift_25pct,1841.79,4.88,2017-07,24214.0
B_B_P,B_B_P,Drift_25pct,1841.79,4.88,2017-08,26856.0
A_J_NULL_s40,A_J_NULL,"ETS(A,M,A)",8408.38,27.56,2016-09,47912.27
A_J_NULL_s40,A_J_NULL,"ETS(A,M,A)",8408.38,27.56,2016-10,46177.7
A_J_NULL_s40,A_J_NULL,"ETS(A,M,A)",8408.38,27.56,2016-11,53303.82
A_J_NULL_s40,A_J_NULL,"ETS(A,M,A)",8408.38,27.56,2016-12,58862.43
A_J_NULL_s40,A_J_NULL,"ETS(A,M,A)",8408.38,27.56,2017-01,60721.24
A_J_NULL_s40,A_J_NULL,"ETS(A,M,A)",8408.38,27.56,2017-02,61403.67
A_J_NULL_s40,A_J_NULL,"ETS(A,M,A)",8408.38,27.56,2017-03,67418.15
A_J_NULL_s40,A_J_NULL,"ETS(A,M,A)",8408.38,27.56,2017-04,67653.83
A_J_NULL_s40,A_J_NULL,"ETS(A,M,A)",8408.38,27.56,2017-05,72865.84
A_J_NULL_s40,A_J_NULL,"ETS(A,M,A)",8408.38,27.56,2017-06,77907.32
A_J_NULL_s40,A_J_NULL,"ETS(A,M,A)",8408.38,27.56,2017-07,79155.01
A_J_NULL_s40,A_J_NULL,"ETS(A,M,A)",8408.38,27.56,2017-08,84694.02
A_J_O_s34,A_J_O,Nixtla_DynOptTheta,2250.5,106.7,2016-09,1496.71
A_J_O_s34,A_J_O,Nixtla_DynOptTheta,2250.5,106.7,2016-10,1297.09
A_J_O_s34,A_J_O,Nixtla_DynOptTheta,2250.5,106.7,2016-11,1101.4
A_J_O_s34,A_J_O,Nixtla_DynOptTheta,2250.5,106.7,2016-12,909.49
A_J_O_s34,A_J_O,Nixtla_DynOptTheta,2250.5,106.7,2017-01,721.24
A_J_O_s34,A_J_O,Nixtla_DynOptTheta,2250.5,106.7,2017-02,536.5
A_J_O_s34,A_J_O,Nixtla_DynOptTheta,2250.5,106.7,2017-03,355.17
A_J_O_s34,A_J_O,Nixtla_DynOptTheta,2250.5,106.7,2017-04,177.13
A_J_O_s34,A_J_O,Nixtla_DynOptTheta,2250.5,106.7,2017-05,2.26
A_J_O_s34,A_J_O,Nixtla_DynOptTheta,2250.5,106.7,2017-06,-169.53
A_J_O_s34,A_J_O,Nixtla_DynOptTheta,2250.5,106.7,2017-07,-338.34
A_J_O_s34,A_J_O,Nixtla_DynOptTheta,2250.5,106.7,2017-08,-504.28
B_A_C,B_A_C,"ETS(M,A,M)",1275.85,15.49,2016-09,1845.17
B_A_C,B_A_C,"ETS(M,A,M)",1275.85,15.49,2016-10,1219.24
B_A_C,B_A_C,"ETS(M,A,M)",1275.85,15.49,2016-11,967.21
B_A_C,B_A_C,"ETS(M,A,M)",1275.85,15.49,2016-12,1581.1
B_A_C,B_A_C,"ETS(M,A,M)",1275.85,15.49,2017-01,387.71
B_A_C,B_A_C,"ETS(M,A,M)",1275.85,15.49,2017-02,81.92
B_A_C,B_A_C,"ETS(M,A,M)",1275.85,15.49,2017-03,-338.81
B_A_C,B_A_C,"ETS(M,A,M)",1275.85,15.49,2017-04,-573.62
B_A_C,B_A_C,"ETS(M,A,M)",1275.85,15.49,2017-05,-819.2
B_A_C,B_A_C,"ETS(M,A,M)",1275.85,15.49,2017-06,-1469.95
B_A_C,B_A_C,"ETS(M,A,M)",1275.85,15.49,2017-07,-1631.26
B_A_C,B_A_C,"ETS(M,A,M)",1275.85,15.49,2017-08,-1862.62
A_A_X,A_A_X,Nixtla_AutoCES,4829.95,19.59,2016-09,13888.48
A_A_X,A_A_X,Nixtla_AutoCES,4829.95,19.59,2016-10,10742.26
A_A_X,A_A_X,Nixtla_AutoCES,4829.95,19.59,2016-11,11073.55
A_A_X,A_A_X,Nixtla_AutoCES,4829.95,19.59,2016-12,16195.79
A_A_X,A_A_X,Nixtla_AutoCES,4829.95,19.59,2017-01,9700.71
A_A_X,A_A_X,Nixtla_AutoCES,4829.95,19.59,2017-02,10436.91
A_A_X,A_A_X,Nixtla_AutoCES,4829.95,19.59,2017-03,9393.47
A_A_X,A_A_X,Nixtla_AutoCES,4829.95,19.59,2017-04,7121.35
A_A_X,A_A_X,Nixtla_AutoCES,4829.95,19.59,2017-05,8474.03
A_A_X,A_A_X,Nixtla_AutoCES,4829.95,19.59,2017-06,14594.7
A_A_X,A_A_X,Nixtla_AutoCES,4829.95,19.59,2017-07,11312.15
A_A_X,A_A_X,Nixtla_AutoCES,4829.95,19.59,2017-08,11217.73
A_C_NULL_s16,A_C_NULL,RandomForest,12924.97,1175.39,2016-09,1179.77
A_C_NULL_s16,A_C_NULL,RandomForest,12924.97,1175.39,2016-10,2878.92
A_C_NULL_s16,A_C_NULL,RandomForest,12924.97,1175.39,2016-11,2265.64
A_C_NULL_s16,A_C_NULL,RandomForest,12924.97,1175.39,2016-12,27250.62
A_C_NULL_s16,A_C_NULL,RandomForest,12924.97,1175.39,2017-01,10278.38
A_C_NULL_s16,A_C_NULL,RandomForest,12924.97,1175.39,2017-02,3418.32
A_C_NULL_s16,A_C_NULL,RandomForest,12924.97,1175.39,2017-03,8895.41
A_C_NULL_s16,A_C_NULL,RandomForest,12924.97,1175.39,2017-04,14614.47
A_C_NULL_s16,A_C_NULL,RandomForest,12924.97,1175.39,2017-05,7085.91
A_C_NULL_s16,A_C_NULL,RandomForest,12924.97,1175.39,2017-06,9094.36
A_C_NULL_s16,A_C_NULL,RandomForest,12924.97,1175.39,2017-07,27280.55
A_C_NULL_s16,A_C_NULL,RandomForest,12924.97,1175.39,2017-08,11334.95
A_A_I,A_A_I,RandomForest,603.38,6.43,2016-09,9200.76
A_A_I,A_A_I,RandomForest,603.38,6.43,2016-10,6973.69
A_A_I,A_A_I,RandomForest,603.38,6.43,2016-11,8053.72
A_A_I,A_A_I,RandomForest,603.38,6.43,2016-12,9869.67
A_A_I,A_A_I,RandomForest,603.38,6.43,2017-01,7112.52
A_A_I,A_A_I,RandomForest,603.38,6.43,2017-02,8058.64
A_A_I,A_A_I,RandomForest,603.38,6.43,2017-03,9619.11
A_A_I,A_A_I,RandomForest,603.38,6.43,2017-04,7072.18
A_A_I,A_A_I,RandomForest,603.38,6.43,2017-05,8099.84
A_A_I,A_A_I,RandomForest,603.38,6.43,2017-06,9646.48
A_A_I,A_A_I,RandomForest,603.38,6.43,2017-07,7036.71
A_A_I,A_A_I,RandomForest,603.38,6.43,2017-08,8240.29
B_I_A2,B_I_A2,Nixtla_AutoARIMA,1289.84,14.82,2016-09,9064.22
B_I_A2,B_I_A2,Nixtla_AutoARIMA,1289.84,14.82,2016-10,5842.01
B_I_A2,B_I_A2,Nixtla_AutoARIMA,1289.84,14.82,2016-11,6935.11
B_I_A2,B_I_A2,Nixtla_AutoARIMA,1289.84,14.82,2016-12,12456.78
B_I_A2,B_I_A2,Nixtla_AutoARIMA,1289.84,14.82,2017-01,7935.17
B_I_A2,B_I_A2,Nixtla_AutoARIMA,1289.84,14.82,2017-02,8795.05
B_I_A2,B_I_A2,Nixtla_AutoARIMA,1289.84,14.82,2017-03,11684.59
B_I_A2,B_I_A2,Nixtla_AutoARIMA,1289.84,14.82,2017-04,8532.48
B_I_A2,B_I_A2,Nixtla_AutoARIMA,1289.84,14.82,2017-05,5708.42
B_I_A2,B_I_A2,Nixtla_AutoARIMA,1289.84,14.82,2017-06,8617.67
B_I_A2,B_I_A2,Nixtla_AutoARIMA,1289.84,14.82,2017-07,7283.41
B_I_A2,B_I_A2,Nixtla_AutoARIMA,1289.84,14.82,2017-08,7899.19
A_J_O_s31,A_J_O,"ETS(M,N,M)",116.45,43.33,2016-09,337.07
A_J_O_s31,A_J_O,"ETS(M,N,M)",116.45,43.33,2016-10,290.37
A_J_O_s31,A_J_O,"ETS(M,N,M)",116.45,43.33,2016-11,264.78
A_J_O_s31,A_J_O,"ETS(M,N,M)",116.45,43.33,2016-12,523.26
A_J_O_s31,A_J_O,"ETS(M,N,M)",116.45,43.33,2017-01,250.19
A_J_O_s31,A_J_O,"ETS(M,N,M)",116.45,43.33,2017-02,175.61
A_J_O_s31,A_J_O,"ETS(M,N,M)",116.45,43.33,2017-03,181.49
A_J_O_s31,A_J_O,"ETS(M,N,M)",116.45,43.33,2017-04,143.95
A_J_O_s31,A_J_O,"ETS(M,N,M)",116.45,43.33,2017-05,178.82
A_J_O_s31,A_J_O,"ETS(M,N,M)",116.45,43.33,2017-06,227.91
A_J_O_s31,A_J_O,"ETS(M,N,M)",116.45,43.33,2017-07,197.41
A_J_O_s31,A_J_O,"ETS(M,N,M)",116.45,43.33,2017-08,232.0
